Nama Perguruan Tinggi,Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
Sekolah Tinggi Ilmu Maritim Ami,0.027460811,0.020122485,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.816338189
Sekolah Tinggi Ilmu Ekonomi Dharma Bumi Putra,0.028037114,0.020122485,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.822622108
Akademi Fisioterapi UPN Veteran Jakarta,0.004293453,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.828620394
Akademi Komunikasi The Next Academy,0.004552789,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.839760069
Sekolah Tinggi Ilmu Ekonomi YPBI,0.016856846,0.011373578,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.836046844
Sekolah Tinggi Manajemen Transportasi Trisakti,0.156005071,0.108486439,0.088235294,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.840902599
Akademi Pariwisata Bunda Mulia,0.008298755,0.005249344,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.839474436
Politeknik LP3I Jakarta,0.23233633,0.153980752,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.852042274
STMIK Nusa Mandiri Jakarta,0.2618142,0.173228346,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.853184804
STMIK Widuri,0.026567543,0.016622922,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.857754927
Sekolah Tinggi Ilmu Ekonomi Trisakti,0.134163209,0.085739283,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.856898029
Sekolah Tinggi Ilmu Komunikasi Inter Studi,0.062989857,0.039370079,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.862610683
STMIK Satyagama,0.016395805,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.866895173
Sekolah Tinggi Manajemen Immi,0.124654219,0.076990376,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.866323907
Akademi Maritim Nasional Jaya,0.027547257,0.015748031,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.877749215
Akademi Teknik Radiodiagnostik dan Radioterapi Nusantara,0.002564546,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.879177378
St Ilmu Komputer Cipta Karya Informatika,0.026596358,0.014873141,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.881462439
STKIP Albana,0.013110881,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.879748643
Sekolah Tinggi Ilmu Ekonomi Ahmad Dahlan Jakarta,0.062788151,0.034995626,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.883747501
Akademi Farmasi IKIFA,0.00584947,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.890317052
STIE Pariwisata Internasional,0.035096819,0.019247594,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.888603256
Sekolah Tinggi Teknologi 10 November,0.010431074,0.005249344,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.889174522
Sekolah Tinggi Keuangan Niaga & Negara Pembangunan,0.007491932,0.003499563,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.894887175
Sekolah Tinggi Ilmu Ekonomi Indonesia Jakarta,0.211301291,0.114610674,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.897457869
Akademi Keperawatan UPN Veteran Jakarta,0.002910327,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.900028563
STMIK Muhammadiyah Jakarta,0.013399032,0.006124234,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.906883748
Akademi Pariwisata Matoa,0.003198479,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.91573836
Akademi Pariwisata Jakarta International Hotel,0.004956201,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.915452728
Sekolah Tinggi Ilmu Ekonomi Bisnis Indonesia,0.132059705,0.062992126,0.058823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.918594687
Akademi Kebidanan Budi Kemuliaan,0.00703089,0.002624672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.921165381
Akademi Refraksi Optisi dan Optometry Gapopin,0.001584832,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.930876892
STKIP Kusumanegara,0.309704933,0.131233596,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.935732648
Sekolah Tinggi Ilmu Ekonomi Dr Moechtar Talib,0.036422314,0.014873141,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.934018852
Akademi Pariwisata Gsp Internasional,0.003947672,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.942016567
Akademi Fisioterapi Universitas Kristen Indonesia,0.004149378,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.946872322
STIE Prasetiya Mulya Business School,0.081517981,0.062117235,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.947157955
Sekolah Tinggi Ilmu Ekonomi Gotong Royong,0.065496773,0.022747157,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.956012568
Akademi Farmasi Hang Tuah Jakarta,0.007578377,0.001749781,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.961725221
AMIK Laksi-31,0.021121485,0.006124234,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.963439017
Akademi Keperawatan Andakara,0.002334025,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.96372465
Sekolah Tinggi Ilmu Administrasi Kawula Indonesia,0.029160904,0.006999125,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.976578121
Akademi Maritim Djadajat,0.042992162,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.981433876
Akademi Teknik Elektromedik Andakara,0.003659521,0.000874891,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.983718937
Universitas Gunadarma,1,0.925634296,0.470588235,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0.818181818,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.000285633
Universitas Telkom,0.643585754,0.651793526,0.441176471,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.909090909,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.005141388
Universitas Katolik Parahyangan,0.328060166,0.318460192,0.470588235,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.909090909,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.005712654
Universitas Komputer Indonesia,0.407417012,0.35608049,0.470588235,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.006569552
Universitas Islam Bandung,0.232422775,0.313210849,0.397058824,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0.727272727,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0.006855184
Universitas Kristen Maranatha,0.297977178,0.377077865,0.411764706,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0.727272727,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.00742645
Institut Teknologi Nasional Bandung,0.199659982,0.195975503,0.176470588,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0.818181818,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.010568409
Universitas Widyatama,0.23109728,0.229221347,0.191176471,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.013710368
Universitas Pasundan,0.600737667,0.41032371,0.632352941,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.019137389
Universitas Kuningan,0.12511526,0.126859143,0.264705882,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0.454545455,0,1,0,1,0,0,1,0,0,1,0,0,1,0.222222222,0.666666667,0.023136247
Universitas Presiden,0.111773859,0.094488189,0.176470588,1,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0.636363636,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.026563839
Universitas Jenderal Achmad Yani,0.311289765,0.220472441,0.338235294,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.181818182,1,1,0,1,1,1,1,1,0,1,1,1,1,0.888888889,0.666666667,0.034561554
Universitas Djuanda,0.112667128,0.118985127,0.205882353,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,0,1,0,1,0,0,1,0,0,1,0,0,0,0.111111111,0.666666667,0.035132819
Universitas Pakuan,0.400126787,0.313210849,0.529411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,0,1,0,1,0,1,0,0,0,1,0,1,0,0.222222222,0.666666667,0.035989717
Universitas Islam Nusantara,0.229598893,0.21872266,0.426470588,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,0,1,0,1,0,0,1,0,0,1,0,0,0,0.111111111,0.666666667,0.036560983
Universitas Jayabaya,0.171219456,0.139982502,0.294117647,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.037417881
Sekolah Tinggi Teknologi Garut,0.006454587,0.024496938,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.050271351
Universitas Islam 45,0.228907331,0.187226597,0.352941176,1,0,1,1,1,0,1,1,0,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.052842045
Universitas Galuh Ciamis,0.229887045,0.181102362,0.382352941,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0.545454545,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.055412739
Universitas Nusa Bangsa,0.025962425,0.046369204,0.191176471,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0.454545455,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.055984005
Universitas Muhammadiyah Cirebon,0.084428308,0.11023622,0.220588235,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.057126535
Universitas Garut,0.098259567,0.131233596,0.191176471,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.058269066
Universitas Langlang Buana,0.120850622,0.166229221,0.264705882,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.063124821
Universitas Muhammadiyah Sukabumi,0.086531812,0.09623797,0.279411765,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.064838618
Institut Teknologi Harapan Bangsa,0.024175888,0.039370079,0.073529412,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.454545455,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.06512425
Universitas Purwakarta,0.022677501,0.048993876,0.161764706,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.333333333,0.073407598
Universitas Swadaya Gunung Djati,0.324429461,0.251968504,0.25,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,1,1,1,1,1,0.888888889,0.666666667,0.074550129
Universitas Suryakancana,0.108690641,0.106736658,0.220588235,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0.272727273,1,1,0,0,1,1,1,0,1,1,0,1,1,0.777777778,0.333333333,0.074835761
Universitas Ibn Khaldun,0.111485708,0.144356955,0.308823529,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.666666667,0.075121394
Universitas Wiralodra,0.148080913,0.106736658,0.191176471,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.077406455
Universitas Winaya Mukti,0.067974873,0.063867017,0.191176471,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.080262782
Universitas Al-ghifari,0.041263255,0.04111986,0.088235294,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0.636363636,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.08111968
Universitas Nasional Pasim,0.136381973,0.060367454,0.147058824,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.082262211
Universitas Nurtanio,0.069991932,0.094488189,0.205882353,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0.454545455,1,1,0,1,1,1,1,1,1,1,0,1,1,0.888888889,0,0.08540417
Universitas Advent Indonesia,0.058811664,0.083114611,0.191176471,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.087689232
Universitas Sangga Buana,0.102754726,0.118110236,0.220588235,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.093401885
Universitas Bandung Raya,0.05180959,0.080489939,0.161764706,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0.363636364,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.098828906
Sekolah Tinggi Ilmu Ekonomi Ekuitas,0.007463117,0.056867892,0.058823529,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.333333333,0.102256498
Universitas Kebangsaan,0.02014177,0.034995626,0.117647059,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.103970294
Universitas 17 Agustus 1945 Cirebon,0.068637621,0.074365704,0.191176471,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.272727273,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0.666666667,0.106540988
STMIK Likmi,0.027431996,0.039370079,0.044117647,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0.363636364,1,1,0,1,1,1,1,0,0,1,1,1,1,0.777777778,0,0.116538132
Universitas Informatika Dan Bisnis Indonesia,0.021870678,0.049868766,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.116823765
Universitas Bale Bandung,0.068378285,0.098862642,0.176470588,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.118823193
Universitas Islam As-Syafiiyah,0.091632089,0.083989501,0.294117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.119965724
Universitas Subang,0.087828492,0.072615923,0.25,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.121108255
STAI Cirebon,0.003429,0.001749781,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.14195944
Sekolah Tinggi Teologi Bandung,0.008903873,0.006999125,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.162810626
Akademi Teknologi Bogor,0.004293453,0.004374453,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.144530134
Politeknik Komputer Niaga Lpkia,0.003976487,0.076115486,0.147058824,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.151385318
STAI Pangeran Dharma Kusuma Segaran Indramayu,0.006368142,0.009623797,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.157669237
Akademi Sekretari Dan Manajemen Bhakti,0.005013831,0.004374453,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.18251928
Akademi Kebidanan Medica Obgin,0.006915629,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.169094544
Sekolah Tinggi Pertanian Jawa Barat,0.013485477,0.01312336,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.165952585
Akademi Refraksi Optisi Polycore Indonesia,0.016972107,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.18680377
Institut Studi Islam Fahmina (ISIF),0.00123905,0.010498688,0.073529412,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.193944587
STAI Madinatul Ilmi Depok,0.000489857,0.005249344,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.195658383
Akademi Akuntansi Bandung,0.000893269,0.007874016,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.199942873
Akademi Perdagangan Catur Insan Cendekia,0.000950899,0.010498688,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.187660668
Sekolah Tinggi Teknologi Mineral Indonesia,0.000691563,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.186232505
Sekolah Tinggi Pariwisata Bogor,0.003803596,0.023622047,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.217937732
Akademi Keperawatan Buntet Pesantren,0.001469571,0.011373578,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.20594116
Akademi Kebidanan Gema Nusantara Bekasi,0.000720378,0.006124234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.206798058
STAI Al-Hamidiyah Depok,0.00112379,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.219080263
STEI Bina Cipta Madani,0.001354311,0.008748906,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.218223365
Politeknik Manufaktur Igasa Pindad,0.003457815,0.023622047,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.210796915
STMIK Pranata Indonesia,0.004898571,0.033245844,0.044117647,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.209083119
Akademi Pariwisata BSI Bandung,0.001440756,0.007874016,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.231076835
Sekolah Tinggi Desain Indonesia Bandung,0.001584832,0.009623797,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.227077978
Akademi Keperawatan Kebonjati,0.000720378,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.225364182
Universitas Muhammadiyah Tasikmalaya,0.052731674,0.088363955,0.176470588,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.223936018
Institut Agama Islam Shalahuddin Al-Ayyubi (INISA) Tambun Bekasi,0.001411941,0.007874016,0.014705882,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.234504427
STAI Siliwangi Garut,0.001930613,0.011373578,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.238788917
Sekolah Tinggi Teknologi Pratama Adi,0.000835639,0.004374453,0.029411765,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.237932019
Akademi Sekretari Triguna,0.000720378,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.222507855
Akademi Manajemen Informatika Dan Komputer YPAT,0.000605118,0.004374453,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.223650386
Akademi Kimia Analis Caraka Nusantara,0.001527201,0.006999125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.090909091,1,1,0,1,1,1,1,0,0,1,0,1,1,0.666666667,0.333333333,0.264210226
