Jumlah Mahasiswa,Jumlah Dosen,Jumlah Program Studi,Fasilitas Olahraga,Wisma/Asrama/Hotel,Teknologi Informasi,Public Area,PERS Mahasiswa,Asuransi,Gedung Pertemuan,Laboratorium,Poliklinik,Bus Kampus,Kalender Pendidikan,Pusat Pelatihan Bahasa,Perpustakaan,Sarana Ibadah,Free Hotspot,Jumlah Fasilitas,Bus Umum,Restaurant,Tempat Ibadah,Kos/Asrama,Terminal Bus,Café,Tempat Olahraga,Bandara,Mall,Rumah Sakit,Stasiun Kereta,Supermarket,Apotek,Jumlah Tempat Umum Terdekat,Akreditasi,Ranking Nasional
1023,29,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2746
290,11,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2723
864,25,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2734
471,13,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2752
890,25,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2774
403,11,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2783
1407,38,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,2806
848,23,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2788
675,18,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2833
826,21,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2840
77,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2864
1248,32,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,2843
735,19,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2857
1368,35,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2870
966,24,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2877
986,24,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2899
162,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2920
171,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2959
598,14,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2946
5427,125,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,2963
301,7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,2958
8076,177,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3002
9099,199,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3006
935,20,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3022
4669,99,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3019
2199,46,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3039
582,12,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3054
4339,89,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3052
969,19,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3092
102,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3097
936,18,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3105
468,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3099
2192,41,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3113
216,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3136
1231,23,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3130
375,7,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3132
273,5,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3152
7346,132,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3161
114,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3170
478,8,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3194
124,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3225
185,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3224
4596,73,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3235
257,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3244
68,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3278
10761,151,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3295
1277,18,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3289
150,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3317
157,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3334
2842,72,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3335
2286,27,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3366
276,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3386
746,8,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3392
94,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3393
1025,9,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3438
1505,12,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,3455
140,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,3463
34717,1059,33,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,20
22348,746,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,37
11398,365,33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,39
14152,408,33,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,42
8079,359,28,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,3,43
10354,432,29,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,45
6942,225,13,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,56
8033,263,14,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,67
20861,470,44,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,86
4355,146,19,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,9,0,1,1,1,0,0,1,0,0,1,0,0,1,6,2,100
3892,109,13,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,11,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,112
10816,253,24,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,6,1,1,1,1,1,1,1,1,0,1,1,1,1,12,2,140
3923,137,15,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,1,1,1,0,0,1,0,0,1,0,0,0,5,2,142
13899,359,37,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,1,1,1,0,1,0,0,0,1,0,1,0,6,2,145
7981,251,30,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,0,1,1,1,0,0,1,0,0,1,0,0,0,5,2,147
5955,161,21,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,8,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,150
237,29,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,195
7957,215,25,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,204
7991,208,27,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,213
914,54,14,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,215
2943,127,16,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,219
3423,151,14,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,223
4207,191,19,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,240
3016,111,20,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,8,1,1,1,1,1,1,1,0,1,1,1,1,1,12,2,246
852,46,6,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,9,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,247
800,57,12,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,8,1,1,1,1,1,1,1,0,1,1,1,1,1,12,1,276
11272,289,18,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,8,1,1,1,1,1,1,1,0,1,1,1,1,1,12,2,280
3785,123,16,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,7,1,1,1,0,1,1,1,0,1,1,0,1,1,11,1,281
3882,166,22,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,2,282
5152,123,14,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,290
2372,74,14,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,300
1445,48,7,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,11,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,303
4746,70,11,1,1,1,0,0,0,0,1,0,0,1,0,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,307
2442,109,15,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,9,1,1,1,1,1,1,1,1,1,1,0,1,1,12,0,318
2054,96,14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,326
3579,136,16,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,8,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,346
1811,93,12,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,365
272,66,5,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,13,1,377
712,41,9,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,383
2395,86,14,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,13,2,392
965,46,4,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,8,1,1,1,1,1,1,1,0,0,1,1,1,1,11,0,427
772,58,18,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,428
2386,114,13,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,435
3193,97,21,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,439
3061,84,18,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,443
132,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,516
322,9,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,589
162,6,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,525
151,88,11,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,549
234,12,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,571
187,6,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,658
253,8,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,611
481,16,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,600
602,14,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,673
56,13,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,698
30,7,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,704
44,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,719
46,13,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,676
37,10,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,671
145,28,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,782
64,14,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,740
38,8,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,743
52,10,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,786
60,11,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,783
133,28,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,757
183,39,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,751
63,10,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,828
68,12,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,814
38,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,808
1843,102,13,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,803
62,10,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,840
80,14,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,855
42,6,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,852
38,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,798
34,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,802
66,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,944
65,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,877
59,9,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,879
67,10,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,927
98,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,933
224,30,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,901
73,9,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1012
65,8,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,961
56,7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1031
195,25,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1001
42,2,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1039
143,17,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,990
136,18,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1006
302,39,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,987
155,20,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1019
76,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1026
183,21,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1088
129,14,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1083
121,14,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1079
35,2,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1092
54,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1071
544,63,14,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1045
61,6,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1123
30,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1117
165,17,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1131
102,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1144
185,19,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1163
130,13,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1153
122,12,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1173
290,29,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1158
148,15,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1159
61,6,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1184
143,14,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1167
43,4,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1272
77,7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1249
53,5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1263
137,12,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1240
124,11,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1232
379,35,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1229
282,25,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1291
301,28,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1241
152,14,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1235
105,10,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1226
166,14,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1375
183,15,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1380
226,19,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1353
419,34,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1326
135,11,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1381
92,8,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1302
337,29,5,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1343
373,32,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1359
450,37,6,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1331
142,12,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1308
199,16,2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1313
205,17,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1357
374,32,4,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1328
84,7,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1325
40,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1429
1849,141,7,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1435
515,40,13,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1407
352,28,3,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,5,1,1,1,1,1,1,1,0,0,1,0,1,1,10,1,1437
